Trondheim N3031;Leangen 2024;Trondheim 2023;Trondheim ekstrem
-0.07;4.40;-7.50;-11.60
-0.17;4.80;-6.60;-11.00
-0.92;4.80;-5.30;-10.80
-0.92;4.60;-6.80;-11.30
-0.62;4.00;-6.40;-11.00
-0.92;3.60;-6.70;-10.40
-1.07;3.30;-6.70;-12.00
-1.22;2.90;-7.90;-9.80
-0.82;2.50;-8.10;-10.00
-0.77;2.10;-8.80;-9.70
-1.37;1.80;-9.60;-10.60
-1.12;1.40;-9.20;-11.60
-1.72;1.00;-8.60;-12.10
-2.17;1.00;-8.30;-10.30
-2.47;1.10;-7.40;-10.40
-2.67;1.10;-6.90;-10.70
-2.67;1.20;-6.10;-12.60
-1.87;1.20;-3.90;-12.30
-1.97;1.30;-3.90;-10.50
-1.77;1.40;-2.10;-11.70
-1.22;1.40;-1.50;-12.60
-1.12;1.50;-1.60;-12.20
-1.02;2.30;-1.70;-11.70
-0.52;4.00;-1.50;-11.00
-0.07;5.40;-0.60;-9.20
0.48;6.30;0.20;-7.80
1.33;6.20;-0.50;-7.70
1.28;5.80;-0.70;-8.20
1.13;4.90;-0.60;-9.60
1.73;4.60;-1.50;-7.70
1.58;4.40;-3.10;-8.30
1.78;4.10;-3.70;-8.50
2.63;3.80;-4.90;-8.70
2.13;3.50;-5.30;-12.00
1.68;3.20;-5.10;-11.90
1.68;3.00;-4.50;-12.10
1.28;2.70;-4.50;-12.50
0.93;2.20;-5.90;-10.30
1.28;1.60;-6.20;-9.10
1.08;1.10;-5.70;-9.90
0.58;0.50;-5.60;-9.60
0.83;0.20;-5.00;-10.50
0.78;0.00;-5.30;-11.90
0.88;-0.30;-5.40;-11.70
1.63;-0.50;-3.20;-11.50
1.63;-0.70;-3.00;-8.60
1.73;-0.20;-3.10;-10.40
2.23;1.00;-3.00;-8.20
2.18;2.00;-3.20;-6.30
2.93;2.70;-2.20;-7.00
3.18;2.90;-2.30;-6.20
3.23;2.80;-3.70;-5.70
3.28;2.20;-4.20;-5.80
3.28;1.50;-3.60;-5.40
3.33;0.90;-4.10;-4.90
2.93;0.40;-5.50;-5.40
4.13;-0.20;-6.40;-6.10
5.03;-0.80;-7.50;-5.60
5.28;-1.30;-6.50;-5.50
4.63;-1.90;-8.80;-3.40
4.78;-2.50;-7.60;-3.80
5.83;-3.40;-9.00;-3.70
6.08;-4.50;-9.00;-4.80
6.38;-5.70;-8.70;-3.70
6.88;-6.30;-9.50;-4.10
6.83;-7.00;-9.30;-4.50
7.48;-7.60;-9.20;-6.60
7.48;-8.10;-9.30;-3.70
6.08;-8.60;-8.50;-3.50
6.93;-8.80;-8.10;-3.30
6.78;-8.60;-7.00;-3.20
6.33;-8.20;-5.80;-2.80
6.53;-7.90;-5.20;-2.40
6.38;-7.70;-4.00;-1.40
6.68;-7.50;-3.60;-1.40
6.48;-7.60;-3.50;-1.40
7.23;-8.00;-2.80;-1.60
7.13;-8.70;-2.10;-2.10
7.03;-8.40;-2.20;-2.70
6.38;-8.10;-2.20;-2.00
5.68;-7.80;-2.00;-2.50
5.53;-7.50;-1.40;-2.40
5.33;-7.20;-1.40;-2.50
4.48;-7.00;-1.10;-2.20
4.53;-6.70;0.50;-1.60
4.68;-6.10;0.10;-1.40
4.53;-5.40;0.10;-0.50
4.53;-4.70;0.30;-0.50
4.53;-4.30;0.90;-0.80
4.13;-4.40;2.10;-1.40
3.98;-3.50;1.90;-1.10
4.23;-3.20;1.80;-1.90
4.08;-2.90;1.30;-2.30
3.38;-2.70;0.80;-2.20
2.93;-2.30;0.80;-1.20
3.03;-1.60;0.90;0.40
3.58;-1.20;1.00;1.00
4.03;-0.90;0.90;1.40
4.18;1.40;1.70;1.60
3.93;2.40;1.20;1.50
3.73;2.50;1.60;1.40
3.38;1.80;1.00;1.30
2.63;1.70;0.90;1.30
2.08;1.60;1.70;1.20
2.33;1.50;1.90;1.00
2.53;1.30;2.40;1.10
2.63;1.20;2.60;1.60
2.63;1.00;2.60;1.80
2.23;0.80;2.90;2.20
1.88;0.30;3.10;1.90
1.83;-0.50;3.00;2.50
1.68;-1.30;2.00;2.00
0.63;-1.70;1.40;1.90
0.23;-2.20;1.80;1.90
0.18;-2.60;1.90;1.00
-0.07;-3.00;2.30;0.10
-0.07;-3.30;2.30;-0.20
-0.12;-3.40;2.20;0.00
-0.27;-3.10;2.50;0.30
0.23;-2.60;3.00;0.50
0.73;-2.20;3.70;0.90
1.13;-2.20;3.90;0.70
1.13;-1.80;3.40;0.60
0.83;-1.60;3.60;0.30
0.48;-1.90;4.30;0.10
0.28;-2.40;5.20;0.50
-0.02;-2.70;3.90;-0.60
-0.47;-2.90;3.10;-0.30
-0.57;-3.20;4.50;-0.10
-0.92;-3.40;4.30;-0.60
-1.07;-3.60;4.30;-0.20
-1.27;-3.90;4.00;-0.90
-1.37;-4.10;2.90;-0.30
-1.17;-4.00;2.20;-0.10
-1.12;-3.90;2.60;0.10
-1.02;-3.70;1.70;0.50
-0.92;-3.60;2.30;0.40
-1.02;-3.40;2.40;0.40
-1.22;-3.30;1.20;0.00
-1.17;-3.20;2.90;0.40
-1.22;-3.10;1.20;1.10
-1.32;-3.00;2.10;0.40
-1.32;-1.60;2.20;0.50
-1.12;0.00;4.60;0.80
-1.27;1.50;4.00;0.90
-1.12;2.60;4.20;1.00
-0.72;3.30;4.20;0.50
-0.67;3.40;3.80;1.20
-0.57;2.80;3.70;0.80
-0.57;1.80;3.80;0.60
-0.82;1.50;3.80;0.40
-1.07;1.30;3.40;0.60
-1.17;1.00;3.50;0.90
-1.42;0.80;1.60;0.70
-1.42;0.50;2.90;0.80
-1.37;0.30;1.60;0.80
-1.62;0.00;1.80;0.30
-1.97;-0.50;2.20;0.20
-2.32;-1.10;1.70;0.30
-2.92;-1.80;-0.50;0.20
-3.27;-2.10;2.10;0.00
-3.42;-2.40;2.40;-0.30
-3.62;-2.80;5.50;0.00
-3.62;-3.00;5.90;0.10
-3.92;-3.30;6.10;-0.90
-4.12;-3.40;6.30;-1.10
-4.22;-3.40;6.60;-0.80
-3.32;-3.40;7.00;-0.60
-2.72;-3.50;7.10;-0.10
-2.22;-3.60;7.60;0.20
-2.17;-3.70;7.70;1.20
-1.92;-3.80;7.30;1.10
-1.97;-3.90;7.80;1.30
-2.12;-4.00;7.80;1.30
-1.87;-4.40;7.30;0.90
-1.62;-4.50;7.10;1.40
-1.07;-4.90;6.80;0.30
-0.62;-5.30;7.00;1.00
-0.67;-6.60;6.80;0.30
-1.42;-6.00;7.30;0.00
-1.37;-6.50;6.90;-0.90
-1.17;-6.40;7.20;-1.10
-1.72;-7.50;6.90;-1.60
-1.72;-7.70;1.20;-2.00
-1.62;-8.20;1.00;-2.40
-2.07;-8.50;1.20;-3.10
-2.02;-8.70;1.50;-3.40
-2.12;-9.00;1.60;-3.40
-2.67;-9.30;1.80;-6.20
-3.17;-9.30;-0.10;-6.20
-2.92;-9.10;2.20;-7.40
-1.87;-9.10;3.20;-8.00
-2.32;-9.10;2.30;-6.00
-2.62;-9.20;1.00;-6.10
-3.12;-8.40;1.00;-5.80
-1.57;-8.20;1.80;-5.30
-0.37;-8.20;1.40;-6.50
-1.17;-8.60;-0.60;-6.90
-1.17;-8.70;-0.60;-7.70
-0.72;-8.80;-0.60;-9.20
-0.32;-8.90;-1.30;-9.70
-0.22;-9.10;-0.90;-8.50
-0.67;-9.20;-1.60;-10.90
-1.22;-9.30;-1.20;-11.90
-0.67;-9.40;-0.70;-12.20
-0.27;-9.20;0.00;-13.10
-0.82;-9.00;-0.40;-12.40
-1.22;-8.70;-1.40;-14.20
-1.27;-8.60;-2.00;-14.60
-1.32;-8.40;-0.60;-14.10
-1.07;-8.20;-2.40;-14.90
-1.17;-8.10;-2.20;-14.50
-2.17;-8.00;-2.30;-13.60
-2.47;-7.90;-2.70;-12.20
-2.47;-7.60;-3.10;-11.50
-2.82;-6.20;-2.30;-10.60
-2.57;-4.00;-1.70;-8.90
-2.47;-2.70;-1.40;-7.90
-2.37;-1.50;-0.60;-7.30
-2.57;-1.10;-0.20;-4.00
-2.92;-1.50;-0.40;-3.20
-3.22;-2.50;-1.40;-2.20
-3.02;-2.60;-1.40;-2.00
-3.12;-2.60;-1.20;-1.60
-3.97;-2.70;-1.30;-1.10
-4.37;-2.80;-1.50;-1.20
-4.47;-2.80;-2.00;-0.70
-5.62;-2.90;-2.50;-0.50
-6.12;-3.00;-2.30;-0.30
-6.57;-3.30;-2.40;-0.30
-7.17;-3.70;-2.30;-0.10
-7.37;-4.10;-3.20;-0.10
-7.72;-4.30;-2.30;-0.20
-8.07;-4.50;-2.40;0.00
-8.37;-4.70;-2.20;0.00
-8.37;-4.80;-2.80;0.10
-9.67;-4.90;-3.00;0.00
-9.52;-4.90;-3.80;0.30
-8.42;-4.10;-4.20;0.20
-8.52;-3.50;-3.50;0.50
-7.32;-2.70;-2.50;0.80
-6.02;-2.60;-1.50;1.10
-5.72;-2.50;-1.30;1.30
-5.17;-2.70;-1.70;1.10
-4.87;-2.90;-1.30;0.50
-5.32;-3.30;-0.30;0.50
-5.37;-3.70;-0.70;0.90
-5.32;-4.10;0.00;0.40
-5.42;-4.50;0.60;-0.30
-5.22;-4.90;2.70;0.10
-5.32;-5.30;2.30;-0.30
-4.17;-5.70;3.90;-0.10
-2.87;-6.10;4.60;-0.40
-2.47;-6.60;4.30;-1.30
-0.97;-7.10;5.30;-0.90
1.88;-7.60;5.60;-1.30
5.43;-8.00;5.70;-0.70
5.43;-8.30;6.10;-1.90
5.78;-8.60;5.80;-2.50
5.88;-8.80;6.10;-3.00
5.53;-9.00;5.80;-2.70
5.73;-8.90;6.80;-2.60
6.13;-7.20;6.80;-1.90
6.03;-5.70;7.60;-0.90
6.13;-4.40;6.90;-0.40
6.33;-3.50;6.60;0.60
6.28;-3.30;6.20;0.50
6.23;-3.90;5.30;0.60
6.03;-4.30;5.10;0.50
5.93;-5.40;4.60;0.60
5.58;-5.40;4.50;0.10
5.83;-5.50;4.30;-0.10
5.98;-5.60;6.50;-0.10
5.88;-5.60;6.50;-0.10
5.88;-5.70;6.30;-0.10
5.83;-5.70;7.00;-0.40
5.78;-5.80;7.70;-1.50
5.63;-5.60;8.00;-1.40
5.13;-5.30;8.00;-0.90
4.93;-5.00;8.10;-1.00
4.68;-4.80;7.60;-0.60
4.33;-4.50;7.20;0.40
4.33;-4.30;6.80;0.40
3.78;-4.10;6.40;1.00
3.83;-3.90;7.50;0.90
3.68;-3.70;7.60;0.90
4.63;-1.40;7.70;1.50
6.28;0.80;8.00;1.30
6.23;3.20;8.00;1.70
5.93;4.90;7.90;1.70
5.98;5.80;7.70;1.90
5.58;6.10;7.50;2.10
5.73;5.50;7.40;1.80
6.08;4.10;7.00;1.70
6.13;3.40;6.50;2.10
5.58;2.60;5.90;2.20
4.88;1.90;5.70;2.10
4.43;1.10;5.90;2.10
4.18;0.30;6.10;2.00
4.38;-0.40;6.50;1.50
4.23;-1.20;5.80;1.40
4.08;-3.00;4.50;1.40
4.13;-5.10;3.80;1.40
3.98;-7.30;3.70;1.40
3.83;-8.50;3.90;1.30
3.98;-9.70;0.50;1.20
3.73;-11.00;-0.20;0.80
3.33;-11.90;0.70;1.20
3.43;-12.80;-0.10;0.90
3.23;-13.20;-0.10;0.90
3.13;-13.80;-0.10;1.30
3.83;-14.30;1.60;1.50
3.88;-14.90;2.10;2.00
3.78;-15.40;2.80;2.20
3.68;-15.80;4.00;2.30
3.33;-15.10;2.30;2.60
3.03;-15.30;2.60;2.50
2.93;-15.30;1.40;1.70
2.53;-16.00;0.70;1.50
2.53;-16.70;-0.50;1.60
2.93;-15.70;-0.30;0.80
2.98;-15.70;-0.60;1.10
4.28;-16.00;-0.40;0.90
5.18;-15.80;-0.80;1.50
5.23;-15.70;-2.00;0.10
5.33;-15.70;-1.40;1.20
5.33;-15.70;-2.10;0.80
5.38;-15.70;-1.50;0.20
5.43;-15.70;-2.90;0.50
5.38;-15.70;-2.20;0.30
5.98;-15.70;-3.20;0.00
6.43;-15.70;-2.20;-0.60
6.28;-15.70;-2.10;-0.30
6.28;-15.60;-1.30;-0.40
6.13;-13.90;-0.50;-0.80
6.08;-11.60;0.00;-0.30
5.93;-9.30;0.50;0.00
5.88;-8.00;1.40;0.10
5.88;-7.10;0.90;0.10
5.88;-7.00;1.10;0.30
5.83;-7.40;1.00;0.00
5.63;-8.90;0.60;-0.50
5.63;-8.60;-0.20;-1.10
5.48;-8.40;0.40;-1.40
5.18;-8.20;-0.10;-1.60
5.08;-8.00;-0.50;-1.70
5.03;-7.80;-0.20;-1.60
4.83;-7.50;0.60;-1.90
4.63;-7.30;3.70;-2.30
4.53;-7.30;6.40;-2.30
4.63;-7.30;5.10;-2.60
4.53;-7.20;5.90;-2.90
4.03;-7.20;3.80;-3.40
3.78;-7.20;2.60;-3.80
3.78;-7.20;2.60;-3.70
3.83;-7.10;1.70;-4.30
3.98;-7.10;1.70;-4.20
3.48;-6.60;3.40;-4.00
3.33;-4.20;3.90;-3.90
3.93;-1.20;4.50;-3.50
4.08;-0.10;5.20;-3.40
4.23;0.70;5.70;-3.00
4.28;0.90;5.70;-3.60
3.78;1.30;5.30;-3.00
3.58;0.80;4.50;-3.60
3.78;-0.50;4.20;-3.60
3.48;-0.60;3.50;-3.80
3.28;-0.70;3.30;-4.00
3.48;-0.80;3.40;-3.60
3.43;-0.90;3.20;-3.30
3.23;-1.00;3.10;-2.30
3.23;-1.10;3.40;-2.70
3.03;-1.20;2.10;-3.30
3.08;-1.30;3.20;-2.10
3.03;-1.50;3.60;-2.30
3.08;-1.60;3.40;-2.10
3.13;-1.60;3.90;-2.20
3.08;-1.60;3.80;-2.00
2.63;-1.70;4.10;-2.00
3.88;-1.70;3.80;-2.50
3.03;-1.70;3.60;-2.70
2.38;-1.40;1.80;-2.50
2.58;0.20;2.40;-2.30
3.18;1.50;2.80;-2.10
4.13;2.50;3.00;-1.90
4.68;3.10;3.20;-1.50
4.28;3.10;3.50;-1.00
3.93;3.30;3.20;-1.00
3.48;2.80;1.60;-1.60
2.88;2.00;0.60;-2.20
2.28;1.50;0.30;-2.70
1.98;1.00;0.20;-2.70
2.13;0.50;0.20;-2.60
2.48;0.00;0.60;-3.20
3.33;-0.50;1.20;-3.60
3.08;-1.00;1.30;-4.30
3.18;-1.50;1.20;-4.50
2.58;-2.30;1.20;-4.80
2.13;-3.10;0.80;-5.20
2.33;-4.00;1.30;-7.20
2.38;-4.50;1.10;-6.50
2.88;-4.90;1.70;-6.70
2.83;-5.40;1.70;-6.90
2.78;-5.80;2.00;-8.60
2.33;-6.10;1.80;-9.10
1.83;-6.10;0.80;-8.80
1.68;-5.30;1.10;-7.70
2.08;-4.50;0.10;-5.90
1.98;-3.70;1.00;-4.80
2.03;-3.10;0.20;-3.50
2.38;-2.90;0.50;-3.30
2.13;-2.90;1.10;-3.20
1.63;-3.50;-0.20;-4.00
1.28;-4.00;-1.70;-5.30
0.78;-4.30;-1.70;-5.90
0.33;-4.60;-1.60;-6.50
0.63;-4.90;-0.50;-6.90
0.88;-5.20;-1.10;-7.50
1.28;-5.50;-1.80;-7.40
1.73;-5.80;-1.50;-7.20
2.03;-6.10;-1.40;-8.30
2.38;-6.00;-1.40;-7.90
2.63;-5.90;-1.10;-8.40
2.98;-5.70;-1.60;-8.60
3.48;-5.60;-2.00;-8.70
3.43;-5.50;-2.20;-9.10
3.48;-5.40;-1.80;-8.80
3.58;-5.30;-1.70;-8.60
3.88;-5.20;-1.80;-8.50
4.03;-3.90;-1.40;-8.30
4.23;-0.90;-1.20;-8.30
4.63;1.90;-0.90;-7.70
4.88;3.30;-0.60;-7.10
5.03;2.30;-0.20;-7.50
5.53;2.60;-0.60;-7.40
5.68;2.50;-0.50;-7.00
5.43;1.50;0.00;-8.10
5.23;0.30;-0.70;-9.00
5.13;0.20;-1.00;-9.90
5.03;0.00;-1.10;-10.20
5.43;-0.10;-1.50;-10.40
5.38;-0.20;-1.40;-10.70
5.53;-0.30;-2.10;-10.50
5.78;-0.60;-2.30;-10.80
5.33;-0.60;-2.40;-11.50
5.33;-1.00;-2.50;-11.80
5.83;-1.40;-1.90;-12.50
6.08;-1.80;-1.00;-12.60
6.18;-2.00;-1.40;-12.90
5.93;-2.20;-1.60;-11.80
5.88;-2.50;-0.90;-11.90
6.03;-2.60;-0.90;-11.90
6.18;-2.70;0.80;-12.00
6.43;-2.20;1.60;-12.10
6.38;0.10;2.40;-11.00
7.13;2.60;1.30;-10.80
7.08;5.10;1.50;-10.50
7.33;6.80;0.80;-9.90
7.63;7.60;1.40;-10.40
6.88;7.60;2.30;-10.00
6.98;6.70;2.50;-10.60
6.98;5.10;2.50;-10.80
6.78;4.70;2.50;-11.20
6.58;4.20;2.30;-11.80
6.73;3.80;2.00;-13.30
6.48;3.40;0.80;-13.40
6.18;2.90;-0.90;-12.90
5.98;2.50;-1.30;-13.20
5.38;2.10;-1.30;-12.70
5.23;1.70;-1.60;-12.90
5.63;1.40;-2.00;-12.90
5.33;1.10;-2.50;-12.90
4.88;0.90;-3.00;-13.10
5.13;0.80;-2.60;-12.90
5.18;0.70;-2.30;-13.20
4.93;0.70;-2.30;-13.40
4.23;0.60;-2.90;-13.70
2.78;1.40;-2.70;-13.80
2.23;3.60;-1.40;-13.60
1.93;5.70;-1.20;-13.40
2.88;7.20;-0.80;-13.00
3.53;8.40;-0.60;-12.80
4.13;8.10;1.00;-13.10
3.13;8.10;-0.30;-13.70
2.63;9.00;-1.30;-14.00
2.53;8.00;-2.30;-14.40
2.73;6.80;-2.40;-15.10
2.78;6.60;-2.10;-15.10
1.73;6.30;-3.90;-15.70
1.18;6.10;-4.20;-15.40
1.28;5.90;-5.40;-15.70
0.28;5.60;-4.80;-15.80
0.23;5.40;-5.50;-16.00
0.23;4.70;-6.20;-16.70
-0.17;4.10;-6.00;-17.40
-0.32;3.40;-5.20;-17.90
-0.37;3.20;-4.90;-19.00
-0.47;2.90;-4.20;-18.80
-0.47;2.80;-3.80;-19.60
-0.32;2.60;-3.20;-21.00
-0.02;2.70;-2.90;-21.20
0.03;3.50;-2.40;-21.50
0.03;4.70;-1.30;-21.20
-0.07;6.20;-0.30;-19.00
0.53;7.40;0.30;-16.90
0.88;8.20;0.50;-15.30
0.83;8.70;1.70;-16.00
0.58;8.10;1.30;-15.00
-0.07;8.10;2.10;-15.10
-0.22;8.60;1.30;-15.40
-0.47;7.80;1.70;-16.10
-1.12;7.30;1.60;-16.60
-1.47;6.90;2.10;-17.20
-1.62;6.40;1.90;-19.00
-1.62;5.90;2.40;-19.80
-0.87;5.50;2.00;-21.30
-1.02;5.00;1.60;-22.10
-0.87;4.20;1.30;-22.80
-0.97;3.30;1.40;-21.90
-1.32;2.40;1.10;-23.20
-1.57;2.00;0.20;-23.10
-0.67;1.50;-0.40;-23.30
-0.77;1.10;-0.50;-21.90
-1.07;0.80;-1.10;-23.10
-1.87;0.70;-1.10;-22.30
-1.77;0.90;-1.50;-22.30
-1.47;1.10;-1.20;-21.40
-1.82;1.40;-0.50;-19.60
-1.67;1.70;0.20;-18.60
-1.07;1.90;0.30;-16.50
-0.77;2.00;0.70;-14.30
-0.57;1.90;0.80;-13.10
-0.42;1.70;1.10;-13.90
-0.57;1.30;1.10;-15.30
-0.72;0.90;1.30;-16.00
-0.77;0.70;0.50;-16.30
0.33;0.20;0.80;-16.80
-0.12;-0.20;-0.80;-19.30
-0.17;-1.00;-0.50;-19.60
-0.12;-0.70;-0.40;-19.60
-0.12;-1.00;-0.40;-21.20
-0.07;-0.80;-0.60;-21.00
-0.27;-0.80;-0.30;-20.80
-0.37;-0.70;-0.30;-21.10
-0.52;-0.60;-0.20;-19.30
-0.47;-0.50;-0.20;-17.20
-0.02;-0.50;-0.40;-15.50
0.13;-0.40;-0.50;-15.40
-0.07;-0.40;-0.60;-14.10
0.38;-0.10;-0.40;-12.40
1.13;0.60;-0.10;-10.60
1.78;2.20;0.40;-7.60
-0.12;3.20;1.10;-4.10
-0.27;3.80;1.20;-3.70
1.38;4.20;1.00;-2.20
2.63;4.30;0.70;-2.10
1.33;4.00;0.60;-2.40
1.33;3.50;0.40;-1.90
1.83;2.90;0.10;-1.60
1.63;2.70;-0.30;-2.00
1.33;2.50;-0.40;-2.30
1.68;2.30;-1.10;-2.60
1.13;2.00;-2.00;-2.40
0.28;1.80;-1.20;-2.30
-0.12;1.60;-1.80;-6.10
-0.42;0.60;-2.10;-4.80
-0.47;0.80;-2.00;-5.90
-0.67;0.40;-2.20;-6.80
-0.92;0.10;-2.50;-5.40
-1.07;-0.20;-2.30;-7.00
-1.27;-0.20;-2.00;-7.60
-1.12;-0.30;-2.10;-7.70
-0.27;-0.30;-2.20;-7.70
-0.37;0.30;-2.50;-7.40
0.13;1.10;-2.10;-7.50
1.03;1.70;-1.60;-4.90
1.08;2.30;-0.60;-3.40
1.38;2.70;-0.60;-1.90
1.08;2.90;-0.40;-2.50
0.53;2.70;0.60;-2.50
0.08;2.40;1.30;-1.40
0.03;1.90;0.00;-2.10
-0.17;1.60;0.30;-2.00
-0.37;1.20;0.20;-2.40
-0.17;0.70;0.40;-2.90
-0.37;0.20;0.50;-3.10
-0.82;-0.30;0.10;-4.70
-1.27;-0.70;0.40;-6.30
-2.02;-1.20;0.60;-5.10
-2.67;-2.20;0.40;-4.00
-2.87;-3.30;0.30;-5.20
-3.12;-4.50;0.70;-5.80
-3.17;-5.10;0.60;-6.60
-2.87;-5.70;0.90;-6.30
-3.27;-6.10;1.00;-6.10
-2.57;-6.50;0.90;-5.10
-2.27;-6.50;1.00;-5.80
-2.37;-4.70;1.70;-5.20
-2.37;-3.10;1.80;-5.30
-2.42;-1.90;1.90;-4.50
-2.07;-0.50;2.30;-2.80
-1.77;1.10;2.30;-2.70
-1.72;2.60;2.40;-2.70
-1.62;3.20;2.70;-2.80
-1.67;3.10;3.20;-2.80
-1.92;1.90;3.20;-3.80
-2.47;0.40;3.20;-4.20
-3.02;-0.20;3.30;-4.40
-3.22;-0.70;3.30;-4.10
-3.57;-1.30;3.40;-3.90
-3.82;-1.80;3.00;-5.00
-3.17;-2.30;2.60;-5.70
-2.92;-2.90;2.80;-6.50
-2.62;-3.10;2.80;-6.60
-2.77;-3.20;2.80;-7.00
-3.02;-3.30;2.60;-6.30
-3.12;-3.30;2.70;-7.10
-3.62;-3.30;2.90;-7.30
-4.32;-3.30;2.80;-7.10
-4.72;-3.30;3.40;-8.30
-6.17;-3.20;4.00;-8.90
-6.12;-1.40;4.50;-9.20
-5.52;1.10;3.90;-7.80
-4.82;3.40;4.80;-5.80
-3.62;5.60;5.10;-5.00
-2.82;7.40;5.30;-3.50
-2.97;8.70;5.30;-2.20
-2.72;9.00;5.50;-1.40
-2.67;8.60;5.20;-1.10
-3.27;7.30;5.10;-2.00
-3.82;5.80;4.70;-2.90
-4.22;5.30;3.70;-3.50
-5.27;4.80;3.60;-4.10
-5.52;4.30;3.50;-6.10
-5.97;3.80;3.40;-6.10
-6.77;3.30;3.50;-7.20
-6.97;2.90;3.30;-7.60
-7.22;2.10;3.70;-8.10
-7.57;1.20;3.70;-7.70
-7.72;0.40;3.70;-7.30
-7.92;0.00;3.80;-7.40
-8.27;-0.50;4.20;-11.10
-8.47;-0.80;4.30;-10.40
-8.37;-1.10;4.00;-9.60
-9.37;-1.10;3.90;-8.80
-8.67;0.30;4.20;-9.40
-6.92;1.90;4.40;-9.50
-5.77;3.50;4.40;-6.90
-4.82;5.10;4.30;-5.00
-3.87;6.30;4.50;-3.50
-3.22;7.00;4.40;-2.50
-2.72;7.10;4.60;-2.50
-2.52;6.60;4.60;-4.10
-4.79;5.70;4.10;-4.90
-5.19;4.40;3.80;-5.60
-5.59;3.70;3.10;-5.00
-6.00;3.40;3.30;-5.30
-6.40;2.90;3.30;-5.30
-6.80;2.40;3.10;-7.80
-7.20;1.90;2.80;-7.40
-7.60;1.40;2.90;-7.10
-8.00;0.90;2.60;-7.40
-8.40;0.60;3.00;-7.30
-8.80;0.40;3.00;-7.30
-9.20;0.10;2.80;-7.50
-9.60;-0.70;2.80;-7.70
-10.00;-0.40;2.90;-7.90
-10.40;-0.10;3.30;-7.10
-10.80;-0.10;3.10;-8.00
-9.22;0.00;3.80;-6.50
-7.67;0.00;4.00;-3.70
-6.62;0.10;3.80;-3.90
-5.42;0.10;4.00;-3.70
-4.37;0.10;5.30;-2.70
-4.52;0.10;5.20;-1.60
-4.57;0.10;5.10;-2.30
-4.82;0.10;5.20;-2.30
-5.77;0.00;5.00;-2.70
-6.72;-0.10;5.10;-3.30
-7.37;-0.30;4.70;-3.50
-7.32;-0.60;4.20;-3.80
-7.72;-0.70;3.70;-4.80
-7.92;-0.80;3.70;-5.80
-7.27;-1.00;3.10;-6.70
-7.47;-1.10;2.70;-4.80
-7.52;-1.40;2.80;-5.40
-7.52;-1.70;2.50;-5.60
-8.02;-1.90;2.10;-4.60
-8.27;-2.10;2.70;-4.80
-7.97;-2.20;3.40;-4.30
-7.87;-2.30;3.60;-4.10
-7.92;-2.40;3.10;-3.70
-7.42;-2.40;4.80;-3.30
-7.07;-1.90;4.90;-3.20
-6.42;-1.20;5.30;-2.20
-5.52;-0.70;4.70;-1.40
-5.02;-0.20;3.70;-0.50
-4.47;0.10;4.90;0.50
-4.07;0.30;4.20;0.70
-4.07;0.30;3.00;-0.40
-4.17;0.20;3.30;-0.70
-4.77;-0.20;3.20;-0.10
-5.27;-0.50;3.60;-0.80
-5.57;-0.90;3.70;-1.00
-5.27;-1.20;3.60;-0.90
-5.22;-1.50;3.80;-1.40
-5.07;-1.80;3.60;-2.00
-4.82;-2.10;3.60;-2.50
-4.87;-2.70;3.50;-5.00
-5.02;-2.80;2.90;-4.70
-4.82;-3.50;1.70;-5.60
-4.97;-3.40;0.70;-4.60
-5.22;-3.50;1.00;-5.40
-5.02;-3.60;2.20;-5.00
-5.17;-3.70;3.50;-4.80
-5.22;-3.80;3.00;-4.60
-4.82;-3.90;2.70;-5.10
-4.62;-3.70;3.80;-4.50
-3.87;-3.60;4.70;-3.80
-2.87;-3.40;2.40;-1.90
-1.92;-3.40;2.90;-0.40
-1.17;-3.30;2.60;-0.90
-0.72;-3.20;1.20;-0.80
-0.62;-3.20;-0.20;-0.50
-0.97;-3.30;-0.80;-1.00
-1.02;-3.40;0.10;-2.00
-0.97;-3.60;-1.30;-2.90
-0.87;-3.70;-2.00;-2.10
-0.57;-4.20;-2.50;-2.40
-0.62;-4.30;-2.70;-2.90
-0.77;-4.40;-3.50;-2.40
-0.87;-4.60;-3.50;-2.20
-1.07;-4.90;-3.70;-2.80
-1.07;-5.20;-4.10;-3.40
-1.02;-5.50;-3.90;-4.60
-1.07;-5.80;-4.50;-4.60
-1.22;-6.00;-3.30;-4.90
-0.97;-6.20;-3.60;-5.50
-1.02;-6.30;-3.90;-5.40
-0.87;-6.40;-3.40;-6.40
-0.07;-6.40;-3.40;-5.80
0.03;-5.80;-3.20;-5.00
0.78;-5.20;-2.30;-4.80
2.08;-4.60;-2.10;-3.40
3.38;-4.30;-1.70;-1.30
4.18;-3.70;-2.10;-1.40
4.73;-3.40;-2.10;-1.70
4.93;-3.40;-2.10;-1.40
4.58;-3.50;-1.90;-1.60
3.63;-3.90;-1.90;-1.20
2.23;-4.30;-1.80;-4.00
1.03;-4.70;-1.50;-4.30
1.38;-5.00;-1.70;-5.70
1.18;-5.30;-1.80;-7.30
1.88;-5.60;-2.00;-7.40
3.43;-5.90;-2.20;-7.60
2.98;-6.20;-1.50;-8.10
3.88;-6.50;-1.50;-8.60
3.18;-6.70;-1.20;-8.30
3.18;-7.00;-0.20;-7.90
3.83;-7.10;-0.40;-8.60
